lemma,PoS,freq,perMil,length,syllable_count,phonological_complexity,age_group,frequency_category,difficulty
flush,j,622,0.63,5,1,1,5-6,medium,moderate
rectum,n,619,0.62,6,2,0,5-6,medium,hard
rapid,j,617,0.62,5,2,0,5-6,medium,moderate
fire,j,617,0.62,4,1,0,5-6,medium,moderate
vise,n,616,0.62,4,1,0,5-6,medium,moderate
unlit,j,614,0.62,5,2,0,5-6,medium,moderate
chuck,n,612,0.62,5,1,1,5-6,medium,moderate
rate,j,612,0.62,4,1,0,5-6,medium,moderate
gall,v,611,0.62,4,1,0,5-6,medium,moderate
mullet,n,609,0.61,6,2,0,5-6,medium,hard
scaly,j,608,0.61,5,2,0,5-6,medium,moderate
flabby,j,607,0.61,6,2,0,5-6,medium,hard
lusty,j,607,0.61,5,2,0,5-6,medium,moderate
spiced,j,606,0.61,6,2,1,5-6,medium,hard
veg,n,603,0.61,3,1,0,5-6,medium,moderate
drug,j,602,0.61,4,1,0,5-6,medium,moderate
hither,r,601,0.61,6,2,0,5-6,medium,hard
cacao,n,601,0.61,5,2,0,5-6,medium,moderate
synth,n,597,0.6,5,1,1,5-6,medium,moderate
whoosh,n,591,0.6,6,1,2,5-6,medium,hard
elect,j,590,0.59,5,2,0,5-6,medium,moderate
walk,n,589,0.59,4,1,0,5-6,medium,moderate
damp,v,589,0.59,4,1,0,5-6,medium,moderate
ionize,v,585,0.59,6,2,0,5-6,medium,hard
codex,n,582,0.59,5,2,0,5-6,medium,moderate
spot,j,582,0.59,4,1,0,5-6,medium,moderate
kelvin,n,581,0.59,6,2,0,5-6,medium,hard
crimp,v,580,0.58,5,1,0,5-6,medium,moderate
adios,n,577,0.58,5,2,0,5-6,medium,moderate
now,j,577,0.58,3,1,0,5-6,medium,moderate
gasket,n,576,0.58,6,2,0,5-6,medium,hard
change,n,575,0.58,6,1,1,5-6,medium,hard
tedium,n,571,0.58,6,2,1,5-6,medium,hard
spoof,v,570,0.57,5,1,0,5-6,medium,moderate
kisser,n,568,0.57,6,2,0,5-6,medium,hard
bull's,n,567,0.57,6,1,0,5-6,medium,hard
keel,n,565,0.57,4,1,0,5-6,medium,moderate
monger,n,560,0.56,6,2,0,5-6,medium,hard
mid,j,559,0.56,3,1,0,5-6,medium,moderate
range,j,559,0.56,5,1,0,5-6,medium,moderate
sea,j,558,0.56,3,1,0,5-6,medium,moderate
level,j,558,0.56,5,2,0,5-6,medium,moderate
tailor,j,558,0.56,6,2,0,5-6,medium,hard
made,j,558,0.56,4,1,0,5-6,medium,moderate
chic,n,556,0.56,4,1,1,5-6,medium,moderate
and,j,556,0.56,3,1,1,5-6,medium,moderate
ahead,n,555,0.56,5,2,0,5-6,medium,moderate
annum,r,554,0.56,5,2,0,5-6,medium,moderate
ousted,j,550,0.55,6,2,2,5-6,medium,hard
jowl,n,550,0.55,4,1,0,5-6,medium,moderate
paging,n,548,0.55,6,2,1,5-6,medium,hard
floret,n,547,0.55,6,2,0,5-6,medium,hard
facial,n,546,0.55,6,2,0,5-6,medium,hard
decaf,n,544,0.55,5,2,0,5-6,medium,moderate
god,j,541,0.54,3,1,0,5-6,medium,moderate
awful,j,541,0.54,5,2,0,5-6,medium,moderate
carb,j,538,0.54,4,1,0,5-6,medium,moderate
toner,n,537,0.54,5,2,0,5-6,medium,moderate
law,j,534,0.54,3,1,0,5-6,medium,moderate
actin,n,533,0.54,5,2,0,5-6,medium,moderate
jaw,j,532,0.54,3,1,0,5-6,medium,moderate
cow,v,529,0.53,3,1,0,5-6,medium,moderate
snore,n,528,0.53,5,1,0,5-6,medium,moderate
gross,n,527,0.53,5,1,0,5-6,medium,moderate
swathe,n,523,0.53,6,1,0,5-6,medium,hard
angle,j,516,0.52,5,2,0,5-6,medium,moderate
pre,n,515,0.52,3,1,0,5-6,medium,moderate
nup,n,515,0.52,3,1,0,5-6,medium,moderate
hunger,v,513,0.52,6,2,0,5-6,medium,hard
brawny,j,511,0.51,6,2,0,5-6,medium,hard
infirm,j,507,0.51,6,2,0,5-6,medium,hard
slack,v,507,0.51,5,1,0,5-6,medium,moderate
wend,v,503,0.51,4,1,1,5-6,medium,moderate
runt,n,503,0.51,4,1,1,5-6,medium,moderate
slag,n,502,0.51,4,1,0,5-6,medium,moderate
undies,n,501,0.5,6,2,2,5-6,medium,hard
coiled,j,501,0.5,6,2,1,5-6,medium,hard
burqa,n,498,0.5,5,2,0,5-6,medium,moderate
all,j,498,0.5,3,1,0,5-6,medium,moderate
fore,j,498,0.5,4,1,0,5-6,medium,moderate
shucks,u,495,0.5,6,1,1,5-6,medium,hard
neo,n,492,0.5,3,1,0,5-6,medium,moderate
nazi,n,492,0.5,4,2,0,5-6,medium,moderate
race,j,492,0.5,4,1,0,5-6,medium,moderate
based,j,492,0.5,5,1,1,5-6,medium,moderate
space,j,490,0.49,5,1,0,5-6,medium,moderate
oxford,n,487,0.49,6,2,0,5-6,medium,hard
oblong,j,486,0.49,6,2,0,5-6,medium,hard
timer,n,483,0.49,5,2,0,5-6,medium,moderate
ionic,j,480,0.48,5,2,0,5-6,medium,moderate
gung,j,475,0.48,4,1,0,5-6,medium,moderate
adding,j,474,0.48,6,2,1,5-6,medium,hard
has,n,472,0.48,3,1,0,5-6,medium,moderate
been,n,472,0.48,4,1,0,5-6,medium,moderate
four,j,472,0.48,4,1,1,5-6,medium,moderate
wheel,j,472,0.48,5,1,1,5-6,medium,moderate
drive,j,472,0.48,5,1,0,5-6,medium,moderate
hutch,n,471,0.47,5,1,2,5-6,medium,moderate
top,j,470,0.47,3,1,0,5-6,medium,moderate
crag,n,466,0.47,4,1,0,5-6,medium,moderate
lactic,j,466,0.47,6,2,0,5-6,medium,hard
cupped,j,464,0.47,6,2,1,5-6,medium,hard
ever,r,462,0.47,4,2,0,5-6,medium,moderate
more,r,462,0.47,4,1,0,5-6,medium,moderate
quake,v,462,0.47,5,1,0,5-6,medium,moderate
boreal,j,461,0.46,6,2,0,5-6,medium,hard
laying,n,460,0.46,6,1,1,5-6,medium,hard
frizzy,j,459,0.46,6,2,0,5-6,medium,hard
sixty,m,458,0.46,5,2,0,5-6,medium,moderate
six,m,458,0.46,3,1,0,5-6,medium,moderate
fast,n,455,0.46,4,1,0,5-6,medium,moderate
bilge,n,454,0.4,5,1,0,5-6,medium,moderate
barred,j,453,0.46,6,2,1,5-6,medium,hard
pyre,n,452,0.46,4,1,0,5-6,medium,moderate
make,n,451,0.45,4,1,0,5-6,medium,moderate
igloo,n,450,0.45,5,2,0,5-6,medium,moderate
artsy,j,448,0.45,5,2,0,5-6,medium,moderate
put,n,446,0.45,3,1,0,5-6,medium,moderate
kevlar,j,446,0.45,6,2,0,5-6,medium,hard
rooted,j,444,0.45,6,2,1,5-6,medium,hard
ion,j,444,0.45,3,1,0,5-6,medium,moderate
inter,v,443,0.45,5,2,1,5-6,medium,moderate
broad,j,443,0.45,5,1,0,5-6,medium,moderate
rank,j,442,0.45,4,1,0,5-6,medium,moderate
near,j,440,0.44,4,1,0,5-6,medium,moderate
semi,n,440,0.44,4,2,0,5-6,medium,moderate
busty,j,437,0.44,5,2,0,5-6,medium,moderate
sport,j,435,0.44,5,1,0,5-6,medium,moderate
floe,n,434,0.44,4,1,0,5-6,medium,moderate
crib,v,433,0.44,4,1,0,5-6,medium,moderate
smut,n,432,0.38,4,1,0,5-6,medium,moderate
shiner,n,432,0.44,6,2,1,5-6,medium,hard
agar,n,430,0.43,4,2,0,5-6,medium,moderate
third,j,430,0.43,5,1,0,5-6,medium,moderate
gutted,j,429,0.43,6,2,1,5-6,medium,hard
fly,j,427,0.43,3,1,0,5-6,medium,moderate
care,n,425,0.43,4,1,0,5-6,medium,moderate
dimer,n,421,0.42,5,2,0,5-6,medium,moderate
lisp,n,419,0.42,4,1,0,5-6,medium,moderate
mythos,n,418,0.42,6,2,0,5-6,medium,hard
season,j,418,0.42,6,2,0,5-6,medium,hard
phlegm,n,414,0.42,6,1,1,5-6,medium,hard
jewish,j,413,0.42,6,2,1,5-6,medium,hard
frolic,n,411,0.41,6,2,0,5-6,medium,hard
warmer,n,408,0.41,6,2,0,5-6,medium,hard
you,j,406,0.41,3,1,1,5-6,medium,moderate
can,j,406,0.41,3,1,0,5-6,medium,moderate
eat,j,406,0.41,3,1,0,5-6,medium,moderate
inch,j,405,0.41,4,1,1,5-6,medium,moderate
whig,n,401,0.4,4,1,1,5-6,medium,moderate
sallow,j,401,0.4,6,2,0,5-6,medium,hard
play,n,400,0.4,4,1,0,5-6,medium,moderate
fused,j,400,0.4,5,2,1,5-6,medium,moderate
loaf,v,399,0.4,4,1,0,5-6,medium,moderate
doctor,j,398,0.4,6,2,0,5-6,medium,hard
massed,j,397,0.4,6,2,1,5-6,medium,hard
rotted,j,394,0.4,6,2,1,5-6,medium,hard
sepia,n,393,0.4,5,2,0,5-6,medium,moderate
arrear,n,393,0.4,6,2,0,5-6,medium,hard
sarin,n,393,0.4,5,2,0,5-6,medium,moderate
meat,j,392,0.39,4,1,0,5-6,medium,moderate
stolid,j,392,0.39,6,2,0,5-6,medium,hard
blocky,j,390,0.39,6,2,0,5-6,medium,hard
coot,n,389,0.39,4,1,0,5-6,medium,moderate
uncork,v,384,0.39,6,2,0,5-6,medium,hard
octane,j,383,0.39,6,2,0,5-6,medium,hard
grader,n,383,0.39,6,2,0,5-6,medium,hard
oreo,n,382,0.38,4,2,0,5-6,medium,moderate
thunk,n,382,0.38,5,1,0,5-6,medium,moderate
bud,v,381,0.38,3,1,0,5-6,medium,moderate
out,j,380,0.38,3,1,1,5-6,medium,moderate
way,j,380,0.38,3,1,0,5-6,medium,moderate
vac,n,379,0.38,3,1,0,5-6,medium,moderate
thin,j,378,0.38,4,1,0,5-6,medium,moderate
giblet,n,377,0.38,6,2,0,5-6,medium,hard
closed,j,377,0.38,6,1,1,5-6,medium,hard
mufti,n,376,0.38,5,2,0,5-6,medium,moderate
garden,j,376,0.38,6,2,0,5-6,medium,hard
muff,n,374,0.38,4,1,0,5-6,medium,moderate
jiffy,n,373,0.38,5,2,0,5-6,medium,moderate
pay,v,372,0.37,3,1,0,5-6,medium,moderate
bearer,n,370,0.37,6,2,0,5-6,medium,hard
tested,j,369,0.37,6,2,1,5-6,medium,hard
tiling,n,367,0.37,6,2,1,5-6,medium,hard
meow,n,363,0.37,4,1,0,5-6,medium,moderate
dimmer,n,363,0.37,6,2,0,5-6,medium,hard
hooch,n,362,0.36,5,1,1,5-6,medium,moderate
signee,n,361,0.36,6,1,0,5-6,medium,hard
swami,n,360,0.36,5,2,0,5-6,medium,moderate
yucky,j,359,0.36,5,2,0,5-6,medium,moderate
ninth,j,358,0.36,5,1,1,5-6,medium,moderate
grade,j,358,0.36,5,1,0,5-6,medium,moderate
jovian,j,357,0.36,6,2,0,5-6,medium,hard
bone,n,355,0.36,4,1,0,5-6,medium,moderate
careen,n,355,0.36,6,2,0,5-6,medium,hard
label,j,354,0.36,5,2,0,5-6,medium,moderate
gouge,n,354,0.36,5,1,1,5-6,medium,moderate
remote,j,354,0.36,6,2,0,5-6,medium,hard
beta,n,351,0.27,4,2,0,5-6,medium,moderate
tech,j,347,0.35,4,1,1,5-6,medium,moderate
savvy,j,347,0.35,5,2,0,5-6,medium,moderate
dented,j,347,0.35,6,2,2,5-6,medium,hard
fret,n,346,0.35,4,1,0,5-6,medium,moderate
jet,j,345,0.35,3,1,0,5-6,medium,moderate
month,j,345,0.35,5,1,1,5-6,medium,moderate
burn,n,343,0.35,4,1,0,5-6,medium,moderate
canton,n,341,0.34,6,2,1,5-6,medium,hard
trust,j,340,0.34,5,1,0,5-6,medium,moderate
wishy,j,340,0.34,5,2,1,5-6,medium,moderate
washy,j,340,0.34,5,2,1,5-6,medium,moderate
troop,v,339,0.34,5,1,0,5-6,medium,moderate
prefab,n,336,0.34,6,2,0,5-6,medium,hard
achy,j,336,0.34,4,2,1,5-6,medium,moderate
pestle,n,335,0.34,6,2,0,5-6,medium,hard
post,j,334,0.34,4,1,0,5-6,medium,moderate
pissy,j,330,0.33,5,2,0,5-6,medium,moderate
hush,j,330,0.33,4,1,1,5-6,medium,moderate
price,j,329,0.33,5,1,0,5-6,medium,moderate
suss,v,329,0.33,4,1,0,5-6,medium,moderate
luau,n,329,0.33,4,1,0,5-6,medium,moderate
deuce,n,329,0.33,5,1,0,5-6,medium,moderate
dpi,n,327,0.33,3,1,0,5-6,medium,moderate
samoan,j,326,0.33,6,2,0,5-6,medium,hard
get,j,326,0.33,3,1,0,5-6,medium,moderate
vote,j,326,0.33,4,1,0,5-6,medium,moderate
capo,n,325,0.33,4,2,0,5-6,medium,moderate
relate,v,324,0.33,6,2,0,5-6,medium,hard
dead,j,323,0.33,4,1,0,5-6,medium,moderate
moxie,n,322,0.32,5,1,1,5-6,medium,moderate
remove,n,319,0.32,6,2,0,5-6,medium,hard
weigh,n,319,0.32,5,1,1,5-6,medium,moderate
sublet,n,319,0.32,6,2,0,5-6,medium,hard
bleary,j,318,0.32,6,2,0,5-6,medium,hard
sashay,v,317,0.32,6,2,1,5-6,medium,hard
faker,n,316,0.32,5,2,0,5-6,medium,moderate
iambic,j,316,0.32,6,2,0,5-6,medium,hard
lapdog,n,314,0.32,6,2,0,5-6,medium,hard
story,j,311,0.31,5,2,0,5-6,medium,moderate
most,j,311,0.31,4,1,0,5-6,medium,moderate
hair,j,309,0.31,4,1,0,5-6,medium,moderate
buxom,j,309,0.31,5,2,0,5-6,medium,moderate
boney,j,308,0.31,5,2,0,5-6,medium,moderate
welded,j,308,0.31,6,2,1,5-6,medium,hard
power,j,308,0.31,5,2,0,5-6,medium,moderate
adept,n,307,0.31,5,2,0,5-6,medium,moderate
oft,j,307,0.31,3,1,0,5-6,medium,moderate
multi,j,306,0.31,5,2,0,5-6,medium,moderate
bona,j,305,0.31,4,2,0,5-6,medium,moderate
fide,j,305,0.31,4,1,0,5-6,medium,moderate
reverb,n,304,0.31,6,2,0,5-6,medium,hard
toke,n,304,0.31,4,1,0,5-6,medium,moderate
muss,v,303,0.31,4,1,0,5-6,medium,moderate
schlep,v,302,0.3,6,1,1,5-6,medium,hard
south,j,301,0.3,5,1,1,5-6,medium,moderate
facing,j,301,0.3,6,2,1,5-6,medium,hard
tater,n,301,0.3,5,2,0,5-6,medium,moderate
much,c,300,0.3,4,1,1,5-6,medium,moderate
foot,j,300,0.3,4,1,0,5-6,medium,moderate
age,j,299,0.3,3,1,0,5-6,medium,moderate
sucky,j,298,0.3,5,2,0,5-6,medium,moderate
birth,j,297,0.3,5,1,0,5-6,medium,moderate
finial,n,297,0.3,6,2,0,5-6,medium,hard
best,j,296,0.3,4,1,0,5-6,medium,moderate
teensy,j,296,0.3,6,2,0,5-6,medium,hard
fed,j,294,0.3,3,1,1,5-6,medium,moderate
halal,j,291,0.29,5,2,0,5-6,medium,moderate
poised,j,291,0.29,6,2,1,5-6,medium,hard
handed,j,290,0.29,6,2,2,5-6,medium,hard
anklet,n,289,0.29,6,2,0,5-6,medium,hard
acme,n,289,0.29,4,1,0,5-6,medium,moderate
night,n,286,0.29,5,1,1,5-6,medium,moderate
gaff,n,286,0.29,4,1,0,5-6,medium,moderate
bolus,n,285,0.29,5,2,0,5-6,medium,moderate
conk,v,284,0.29,4,1,0,5-6,medium,moderate
cravat,n,284,0.29,6,2,0,5-6,medium,hard
lama,n,282,0.28,4,2,0,5-6,medium,moderate
tussle,v,281,0.28,6,2,0,5-6,medium,hard
frenzy,v,281,0.28,6,2,0,5-6,medium,hard
engage,v,281,0.28,6,2,0,5-6,medium,hard
less,j,280,0.28,4,1,0,5-6,medium,moderate
pix,n,279,0.28,3,1,0,5-6,medium,moderate
depo,n,278,0.28,4,2,0,5-6,medium,moderate
roomie,n,278,0.28,6,1,1,5-6,medium,hard
larder,n,278,0.28,6,2,0,5-6,medium,hard
world,j,276,0.28,5,1,0,5-6,medium,moderate
getter,n,276,0.28,6,2,0,5-6,medium,hard
sherpa,n,274,0.28,6,2,1,5-6,medium,hard
zone,j,273,0.27,4,1,0,5-6,medium,moderate
zip,j,273,0.27,3,1,0,5-6,medium,moderate
frumpy,j,270,0.27,6,2,0,5-6,medium,hard
send,n,269,0.27,4,1,1,5-6,medium,moderate
hoop,v,268,0.27,4,1,0,5-6,medium,moderate
encamp,v,268,0.27,6,2,0,5-6,medium,hard
chico,n,267,0.27,5,2,1,5-6,medium,moderate
field,j,265,0.27,5,1,1,5-6,medium,moderate
belch,n,264,0.27,5,1,1,5-6,medium,moderate
kept,j,264,0.27,4,1,0,5-6,medium,moderate
gains,j,263,0.26,5,1,0,5-6,medium,moderate
pooper,n,263,0.26,6,2,0,5-6,medium,hard
hurdle,v,262,0.26,6,2,0,5-6,medium,hard
record,j,260,0.26,6,2,0,5-6,medium,hard
letter,n,260,0.15,6,2,0,5-6,medium,hard
writer,n,260,0.15,6,2,1,5-6,medium,hard
form,j,259,0.26,4,1,0,5-6,medium,moderate
looped,j,259,0.26,6,2,1,5-6,medium,hard
doff,v,259,0.26,4,1,0,5-6,medium,moderate
random,n,258,0.26,6,2,1,5-6,medium,hard
soupy,j,258,0.26,5,2,1,5-6,medium,moderate
bebop,n,256,0.26,5,2,0,5-6,medium,moderate
tee,n,256,0.26,3,1,0,5-6,medium,moderate
shirt,n,256,0.26,5,1,1,5-6,medium,moderate
tizzy,n,256,0.26,5,2,0,5-6,medium,moderate
cubed,j,252,0.25,5,2,1,5-6,medium,moderate
bedeck,v,251,0.25,6,2,1,5-6,medium,hard
higher,j,250,0.25,6,1,1,5-6,medium,hard
priced,j,250,0.25,6,1,1,5-6,medium,hard
bare,j,249,0.25,4,1,0,5-6,medium,moderate
canner,n,249,0.25,6,2,0,5-6,medium,hard
deafen,v,248,0.25,6,2,0,5-6,medium,hard
sparky,j,246,0.25,6,2,0,5-6,medium,hard
lux,n,245,0.25,3,1,0,5-6,medium,moderate
dark,j,244,0.25,4,1,0,5-6,medium,moderate
load,j,244,0.25,4,1,0,5-6,medium,moderate
bugle,v,242,0.24,5,2,0,5-6,medium,moderate
gyre,n,241,0.24,4,1,0,5-6,medium,moderate
burnt,j,240,0.24,5,1,1,5-6,medium,moderate
poseur,n,238,0.24,6,2,0,5-6,medium,hard
whacko,n,238,0.24,6,2,1,5-6,medium,hard
treble,n,238,0.24,6,2,0,5-6,medium,hard
effete,j,237,0.24,6,2,0,5-6,medium,hard
oldie,n,237,0.24,5,1,1,5-6,medium,moderate
adieu,u,236,0.24,5,2,1,5-6,medium,moderate
poster,j,236,0.24,6,2,0,5-6,medium,hard
wine,j,235,0.15,4,1,0,5-6,medium,moderate
making,j,235,0.15,6,2,1,5-6,medium,hard
riffle,n,234,0.24,6,2,0,5-6,medium,hard
member,j,233,0.23,6,2,0,5-6,medium,hard
iff,c,232,0.23,3,1,0,5-6,medium,moderate
noise,j,231,0.23,5,1,0,5-6,medium,moderate
creche,n,231,0.23,6,1,1,5-6,medium,hard
daybed,n,231,0.23,6,2,1,5-6,medium,hard
wedgie,n,230,0.23,6,1,2,5-6,medium,hard
hoover,v,229,0.23,6,2,0,5-6,medium,hard
shut,n,229,0.23,4,1,1,5-6,medium,moderate
zircon,n,228,0.23,6,2,0,5-6,medium,hard
voiced,j,228,0.23,6,2,1,5-6,medium,hard
only,j,227,0.23,4,2,0,5-6,medium,moderate
revamp,n,227,0.23,6,2,0,5-6,medium,hard
testis,n,225,0.23,6,2,0,5-6,medium,hard
gold,j,225,0.23,4,1,0,5-6,medium,moderate
medal,j,225,0.23,5,2,1,5-6,medium,moderate
town,n,225,0.23,4,1,0,5-6,medium,moderate
fist,v,223,0.22,4,1,0,5-6,medium,moderate
duff,n,223,0.22,4,1,0,5-6,medium,moderate
kingly,j,222,0.22,6,2,1,5-6,medium,hard
candy,v,220,0.22,5,2,1,5-6,medium,moderate
hit,j,219,0.22,3,1,0,5-6,medium,moderate
booze,v,218,0.22,5,1,0,5-6,medium,moderate
floozy,n,218,0.22,6,2,0,5-6,medium,hard
word,n,217,0.22,4,1,0,5-6,medium,moderate
church,j,217,0.22,6,1,1,5-6,medium,hard
going,j,217,0.22,5,2,1,5-6,medium,moderate
cost,j,216,0.22,4,1,0,5-6,medium,moderate
dimwit,n,214,0.22,6,2,0,5-6,medium,hard
queen,j,214,0.22,5,1,0,5-6,medium,moderate
antic,j,213,0.21,5,2,1,5-6,medium,moderate
pork,j,213,0.21,4,1,0,5-6,medium,moderate
barrel,j,213,0.21,6,2,0,5-6,medium,hard
baller,n,212,0.21,6,2,0,5-6,medium,hard
axis,n,211,0.21,4,2,0,5-6,medium,moderate
brown,j,210,0.21,5,1,0,5-6,medium,moderate
rated,j,209,0.21,5,2,1,5-6,medium,moderate
east,j,208,0.21,4,1,0,5-6,medium,moderate
macro,j,208,0.21,5,2,0,5-6,medium,moderate
triage,v,208,0.21,6,1,0,5-6,medium,hard
lose,j,206,0.21,4,1,0,5-6,medium,moderate
unripe,j,206,0.21,6,2,0,5-6,medium,hard
senior,j,206,0.21,6,2,0,5-6,medium,hard
point,j,205,0.21,5,1,1,5-6,medium,moderate
sale,j,205,0.21,4,1,0,5-6,medium,moderate
ldc,n,204,0.21,3,1,0,5-6,medium,moderate
titty,j,203,0.2,5,2,0,5-6,medium,moderate
eats,n,203,0.2,4,1,0,5-6,medium,moderate
plumb,j,203,0.2,5,1,0,5-6,medium,moderate
cap,j,202,0.2,3,1,0,5-6,medium,moderate
glass,n,202,0.2,5,1,0,5-6,medium,moderate
wire,j,199,0.2,4,1,0,5-6,low,hard
fizzle,n,199,0.2,6,2,0,5-6,low,hard
honey,j,198,0.2,5,2,0,5-6,low,hard
backed,j,197,0.2,6,2,1,5-6,low,hard
dovish,j,196,0.2,6,2,1,5-6,low,hard
thwack,v,196,0.2,6,1,0,5-6,low,hard
pyro,n,194,0.2,4,2,0,5-6,low,hard
kabob,n,193,0.19,5,2,0,5-6,low,hard
reseed,v,193,0.19,6,2,1,5-6,low,hard
cone,j,192,0.19,4,1,0,5-6,low,hard
shaped,j,192,0.19,6,2,2,5-6,low,hard
esprit,n,192,0.19,6,2,0,5-6,low,hard
oaken,j,191,0.19,5,2,0,5-6,low,hard
gam,n,189,0.19,3,1,0,5-6,low,hard
ground,j,189,0.19,6,1,2,5-6,low,hard
flunky,j,188,0.19,6,2,0,5-6,low,hard
demand,j,187,0.19,6,2,1,5-6,low,hard
marque,n,187,0.19,6,1,0,5-6,low,hard
cud,n,186,0.19,3,1,0,5-6,low,hard
wind,j,186,0.19,4,1,1,5-6,low,hard
driven,j,186,0.19,6,2,0,5-6,low,hard
sky,j,185,0.19,3,1,0,5-6,low,hard
bid,j,185,0.19,3,1,0,5-6,low,hard
offend,v,184,0.19,6,2,1,5-6,low,hard
crime,j,183,0.18,5,1,0,5-6,low,hard
bound,j,183,0.18,5,1,2,5-6,low,hard
mumbo,n,183,0.18,5,2,0,5-6,low,hard
jumbo,n,183,0.18,5,2,0,5-6,low,hard
blip,v,183,0.18,4,1,0,5-6,low,hard
gift,j,182,0.18,4,1,0,5-6,low,hard
giving,j,182,0.18,6,1,1,5-6,low,hard
years,j,181,0.18,5,1,0,5-6,low,hard
thymus,n,181,0.18,6,2,0,5-6,low,hard
rasa,n,180,0.18,4,2,0,5-6,low,hard
beamed,j,180,0.18,6,2,1,5-6,low,hard
baby,v,179,0.18,4,2,0,5-6,low,hard
woman,j,179,0.18,5,2,0,5-6,low,hard
prog,n,179,0.18,4,1,0,5-6,low,hard
show,j,178,0.18,4,1,1,5-6,low,hard
bitmap,n,177,0.18,6,2,0,5-6,low,hard
dray,n,176,0.18,4,1,0,5-6,low,hard
amine,n,175,0.18,5,2,0,5-6,low,hard
bridle,v,174,0.18,6,2,0,5-6,low,hard
movie,n,173,0.17,5,2,1,5-6,low,hard
star,n,173,0.17,4,1,0,5-6,low,hard
minuet,n,173,0.17,6,2,0,5-6,low,hard
guff,n,172,0.17,4,1,0,5-6,low,hard
codger,n,171,0.17,6,2,0,5-6,low,hard
line,j,171,0.17,4,1,0,5-6,low,hard
drippy,j,170,0.17,6,2,0,5-6,low,hard
kart,n,170,0.17,4,1,0,5-6,low,hard
mallow,n,169,0.17,6,2,0,5-6,low,hard
place,j,169,0.17,5,1,0,5-6,low,hard
late,j,168,0.17,4,1,0,5-6,low,hard
honest,j,168,0.17,6,2,0,5-6,low,hard
issued,j,167,0.17,6,2,1,5-6,low,hard
sun,j,167,0.17,3,1,0,5-6,low,hard
owned,j,167,0.17,5,1,1,5-6,low,hard
caning,n,166,0.17,6,2,1,5-6,low,hard
borne,j,166,0.17,5,1,0,5-6,low,hard
seam,v,166,0.17,4,1,0,5-6,low,hard
inside,r,165,0.17,6,2,0,5-6,low,hard
pinch,n,165,0.08,5,1,1,5-6,low,hard
hitter,n,165,0.08,6,2,0,5-6,low,hard
ewer,n,165,0.17,4,2,0,5-6,low,hard
detail,j,165,0.17,6,2,0,5-6,low,hard
petard,n,164,0.17,6,2,0,5-6,low,hard
coleus,n,164,0.17,6,2,0,5-6,low,hard
staff,n,163,0.16,5,1,0,5-6,low,hard
weekly,j,163,0.16,6,2,0,5-6,low,hard
rule,j,163,0.16,4,1,0,5-6,low,hard
close,n,162,0.16,5,1,0,5-6,low,hard
mook,n,162,0.16,4,1,0,5-6,low,hard
edged,j,162,0.16,5,2,1,5-6,low,hard
inmost,j,161,0.16,6,2,0,5-6,low,hard
early,j,160,0.16,5,2,0,5-6,low,hard
grid,j,160,0.16,4,1,0,5-6,low,hard
factor,n,160,0.16,6,2,0,5-6,low,hard
single,j,159,0.16,6,2,1,5-6,low,hard
cell,j,159,0.16,4,1,0,5-6,low,hard
ester,n,159,0.16,5,2,0,5-6,low,hard
perm,v,159,0.16,4,1,0,5-6,low,hard
mini,n,158,0.16,4,2,0,5-6,low,hard
lesson,n,158,0.16,6,2,0,5-6,low,hard
spurge,n,158,0.16,6,1,0,5-6,low,hard
fisted,j,157,0.16,6,2,1,5-6,low,hard
sherd,n,157,0.16,5,1,1,5-6,low,hard
major,j,157,0.16,5,2,0,5-6,low,hard
parley,n,156,0.16,6,2,0,5-6,low,hard
child,j,156,0.16,5,1,1,5-6,low,hard
owner,j,156,0.16,5,2,0,5-6,low,hard
cava,n,156,0.16,4,2,0,5-6,low,hard
syriac,j,156,0.16,6,2,0,5-6,low,hard
witchy,j,155,0.16,6,2,2,5-6,low,hard
bantam,n,155,0.16,6,2,1,5-6,low,hard
cloche,n,155,0.16,6,1,1,5-6,low,hard
bald,j,154,0.16,4,1,0,5-6,low,hard
faced,j,154,0.16,5,2,1,5-6,low,hard
chart,j,154,0.16,5,1,1,5-6,low,hard
than,j,154,0.16,4,1,0,5-6,low,hard
splint,v,154,0.16,6,1,1,5-6,low,hard
length,r,153,0.15,6,1,0,5-6,low,hard
sex,j,153,0.15,3,1,0,5-6,low,hard
sombre,j,152,0.15,6,1,0,5-6,low,hard
carney,n,152,0.15,6,2,0,5-6,low,hard
belay,v,152,0.15,5,2,0,5-6,low,hard
tippy,j,152,0.15,5,2,0,5-6,low,hard
sweat,j,151,0.15,5,1,0,5-6,low,hard
soaked,j,151,0.15,6,2,1,5-6,low,hard
bush,v,151,0.15,4,1,1,5-6,low,hard
maker,n,151,0.15,5,2,0,5-6,low,hard
pony,j,151,0.15,4,2,0,5-6,low,hard
tailed,j,151,0.15,6,2,1,5-6,low,hard
pell,r,150,0.15,4,1,0,5-6,low,hard
mell,r,150,0.15,4,1,0,5-6,low,hard
worst,j,150,0.15,5,1,0,5-6,low,hard
vented,j,149,0.15,6,2,2,5-6,low,hard
hokum,n,149,0.15,5,2,0,5-6,low,hard
bumper,j,149,0.15,6,2,0,5-6,low,hard
room,j,148,0.15,4,1,0,5-6,low,hard
kit,v,148,0.15,3,1,0,5-6,low,hard
